unix,low,high,open,close,volume,date
1634860800,3885.25,4169.72,4053.97,3971.55,187484.20093549,2021-10-22
1634774400,4010.22,4374.95,4161.83,4053.9,286201.83773073,2021-10-21
1634688000,3829.59,4169.0,3878.35,4161.94,235728.75520251,2021-10-20
1634601600,3700.0,3890.36,3745.13,3878.17,154012.15326702,2021-10-19
1634515200,3676.35,3894.7,3847.38,3745.48,187448.53280815,2021-10-18
1634428800,3643.0,3919.0,3829.7,3847.18,134515.91092357,2021-10-17
1634342400,3802.0,3968.49,3869.73,3829.66,130674.36831436,2021-10-16
1634256000,3734.44,3900.0,3791.06,3869.73,204682.20802319,2021-10-15
1634169600,3588.55,3828.84,3608.43,3791.66,216569.69208772,2021-10-14
1634083200,3412.45,3614.48,3490.17,3608.21,158955.26821205,2021-10-13
1633996800,3403.51,3549.0,3542.2,3490.61,176617.45185163,2021-10-12
1633910400,3373.45,3625.0,3414.75,3542.37,142525.70987846,2021-10-11
1633824000,3406.44,3605.49,3575.2,3415.0,112835.1020128,2021-10-10
1633737600,3538.61,3634.13,3563.96,3575.83,88782.58533301,2021-10-09
1633651200,3535.0,3670.0,3588.83,3563.96,146564.44707403,2021-10-08
1633564800,3471.52,3655.02,3576.45,3588.51,195554.94828114,2021-10-07
1633478400,3342.16,3632.44,3517.26,3575.85,219116.78797009,2021-10-06
1633392000,3365.34,3547.88,3386.9,3515.3,163084.66881477,2021-10-05
1633305600,3269.67,3438.91,3419.63,3387.2,163829.62677831,2021-10-04
1633219200,3343.36,3489.18,3388.67,3420.07,124271.04864619,2021-10-03
1633132800,3258.94,3469.95,3311.2,3387.82,144778.38450029,2021-10-02
1633046400,2967.41,3337.15,3001.14,3311.16,201035.51345113,2021-10-01
1632960000,2836.21,3048.58,2849.71,3000.46,169873.45079422,2021-09-30
1632873600,2781.99,2950.6,2805.64,2850.14,177979.48195163,2021-09-29
1632787200,2782.6,2971.16,2926.27,2805.65,186331.02775653,2021-09-28
1632700800,2925.0,3168.03,3059.92,2925.27,172472.29785812,2021-09-27
1632614400,2741.34,3117.48,2923.91,3060.71,168746.48142334,2021-09-26
1632528000,2800.01,2968.85,2930.59,2924.01,145561.52444175,2021-09-25
1632441600,2735.0,3160.48,3154.42,2930.61,365024.83204626,2021-09-24
1632355200,3035.83,3182.34,3078.42,3154.62,166485.49300907,2021-09-23
1632268800,2738.24,3090.83,2765.33,3078.43,271497.54590784,2021-09-22
1632182400,2651.0,3104.82,2976.36,2765.69,441567.8736938,2021-09-21
1632096000,2911.81,3346.58,3328.7,2976.48,434236.7826118,2021-09-20
1632009600,3278.0,3457.22,3436.59,3328.59,93362.31450909,2021-09-19
1631923200,3369.53,3543.0,3400.0,3436.31,129386.37129349,2021-09-18
1631836800,3350.06,3595.0,3568.77,3400.0,164813.94731616,2021-09-17
1631750400,3482.97,3675.92,3615.68,3568.66,193709.08937556,2021-09-16
1631664000,3359.96,3621.15,3436.29,3615.65,157550.50123984,2021-09-15
1631577600,3270.74,3439.15,3285.66,3436.29,152957.54148077,2021-09-14
1631491200,3111.14,3430.0,3403.81,3286.2,215497.91819641,2021-09-13
1631404800,3231.75,3472.99,3266.97,3403.75,133979.51978513,2021-09-12
1631318400,3199.88,3349.43,3209.29,3266.77,133373.86127026,2021-09-11
1631232000,3142.67,3514.37,3424.32,3209.82,271075.68986114,2021-09-10
1631145600,3393.17,3568.59,3499.54,3424.95,244244.24892658,2021-09-09
1631059200,3216.0,3562.98,3436.75,3500.34,352658.69072643,2021-09-08
1630972800,3009.0,3948.0,3928.72,3436.96,482489.77503547,2021-09-07
1630886400,3868.0,3973.27,3951.68,3928.89,111675.62991707,2021-09-06
1630800000,3835.7,3982.64,3887.58,3952.17,101339.56157838,2021-09-05
1630713600,3834.57,3970.0,3940.06,3887.53,130047.41569531,2021-09-04
1630627200,3710.59,4030.35,3788.2,3940.06,284766.1603865,2021-09-03
1630540800,3722.65,3838.28,3829.29,3787.97,206168.93909873,2021-09-02
1630454400,3384.24,3843.12,3430.0,3829.39,306568.70086335,2021-09-01
1630368000,3190.56,3486.8,3229.02,3430.23,320212.11999266,2021-08-31
1630281600,3145.45,3349.0,3226.45,3229.01,219625.56218696,2021-08-30
1630195200,3153.75,3287.73,3247.99,3226.46,89119.39624772,2021-08-29
1630108800,3212.01,3290.51,3275.32,3247.99,72183.42536015,2021-08-28
1630022400,3050.0,3283.26,3092.71,3274.67,168913.62309989,2021-08-27
1629936000,3056.0,3251.05,3228.51,3093.2,140286.63490594,2021-08-26
1629849600,3079.92,3249.0,3170.94,3228.51,138830.69124351,2021-08-25
1629763200,3133.45,3360.0,3322.76,3171.52,162665.07930976,2021-08-24
1629676800,3233.19,3378.6,3241.41,3323.12,170976.09020067,2021-08-23
1629590400,3128.82,3275.0,3226.38,3241.42,98417.87656735,2021-08-22
1629504000,3206.96,3311.0,3286.82,3226.73,108432.72740463,2021-08-21
1629417600,3178.65,3300.0,3184.32,3286.58,173202.49961989,2021-08-20
1629331200,2960.0,3187.48,3014.38,3184.21,161902.28879318,2021-08-19
1629244800,2951.0,3126.51,3011.77,3014.38,193245.63285215,2021-08-18
1629158400,2992.15,3293.15,3146.6,3011.01,246541.89921532,2021-08-17
1629072000,3135.0,3341.47,3311.02,3146.6,177756.89052157,2021-08-16
1628985600,3112.96,3323.54,3266.52,3310.93,162311.47927523,2021-08-15
1628899200,3206.96,3333.0,3324.51,3266.52,118892.50906903,2021-08-14
1628812800,3034.52,3330.0,3047.21,3324.51,190905.3520745,2021-08-13
1628726400,2980.0,3239.69,3162.16,3047.21,243214.90148817,2021-08-12
1628640000,3122.22,3275.0,3142.18,3162.61,194586.91786387,2021-08-11
1628553600,3051.0,3235.1,3162.33,3142.09,223500.03188943,2021-08-10
1628467200,2892.5,3190.0,3014.12,3162.34,315853.32665056,2021-08-09
1628380800,2948.76,3191.99,3163.09,3014.13,244654.45876056,2021-08-08
1628294400,2866.58,3173.72,2892.83,3163.09,299359.36243726,2021-08-07
1628208000,2721.0,2949.21,2829.49,2892.98,283374.42059615,2021-08-06
1628121600,2530.69,2845.0,2724.71,2829.35,326176.98753449,2021-08-05
1628035200,2455.94,2771.42,2508.16,2724.71,250129.62895073,2021-08-04
1627948800,2445.58,2633.0,2608.12,2508.31,237814.06443089,2021-08-03
1627862400,2503.7,2666.36,2555.99,2608.12,234264.49105555,2021-08-02
1627776000,2511.5,2699.0,2533.54,2555.43,260742.0604239,2021-08-01
1627689600,2422.31,2555.0,2463.88,2533.74,134549.11974341,2021-07-31
1627603200,2317.51,2474.82,2383.47,2463.9,222140.744211,2021-07-30
1627516800,2267.78,2399.99,2300.76,2383.32,172925.7166805,2021-07-29
1627430400,2245.1,2347.88,2300.28,2300.42,205833.21106135,2021-07-28
1627344000,2152.0,2321.0,2228.71,2300.59,253782.97390467,2021-07-27
1627257600,2172.99,2437.99,2192.38,2228.26,427763.06726806,2021-07-26
1627171200,2108.08,2197.05,2186.76,2193.03,129013.98912781,2021-07-25
1627084800,2107.13,2200.0,2125.82,2185.95,151102.52474975,2021-07-24
1626998400,1995.0,2131.51,2024.75,2125.81,177278.18951605,2021-07-23
1626912000,1948.68,2046.74,1996.21,2024.75,196355.49626351,2021-07-22
1626825600,1754.27,2033.16,1786.51,1996.18,263702.46075895,2021-07-21
1626739200,1718.41,1840.79,1818.45,1786.46,278984.79921803,2021-07-20
1626652800,1805.47,1918.65,1891.46,1818.44,191611.5191467,2021-07-19
1626566400,1878.67,1994.4,1899.75,1891.46,124679.10845278,2021-07-18
1626480000,1847.0,1919.0,1877.22,1899.75,113724.29716977,2021-07-17
1626393600,1850.15,1965.35,1918.99,1877.22,184221.68200937,2021-07-16
1626307200,1880.0,2039.99,1994.12,1918.07,229477.74435019,2021-07-15
1626220800,1865.5,2019.9,1940.34,1994.11,195351.53451543,2021-07-14
1626134400,1917.4,2047.72,2030.74,1940.76,217891.77262081,2021-07-13
1626048000,2002.0,2169.0,2141.45,2030.72,174561.37955667,2021-07-12
1625961600,2081.51,2173.37,2110.56,2140.82,89340.97126887,2021-07-11
1625875200,2075.0,2192.98,2147.38,2110.55,116594.48589325,2021-07-10
1625788800,2050.0,2189.28,2116.3,2147.38,190883.32617917,2021-07-09
1625702400,2084.0,2325.46,2317.64,2116.95,223830.00371273,2021-07-08
1625616000,2294.16,2411.19,2322.2,2316.82,159702.0440841,2021-07-07
1625529600,2195.02,2350.0,2197.34,2321.84,165693.46720418,2021-07-06
1625443200,2160.0,2324.44,2323.27,2197.34,156103.9362224,2021-07-05
1625356800,2190.56,2389.22,2227.46,2323.15,126325.73621254,2021-07-04
1625270400,2113.18,2239.69,2156.0,2226.95,98666.79185779,2021-07-03
1625184000,2017.07,2159.43,2107.75,2156.0,192127.19122379,2021-07-02
1625097600,2072.06,2277.44,2276.74,2107.01,240720.57482006,2021-07-01
1625011200,2089.16,2288.0,2165.64,2276.72,254873.14574192,2021-06-30
1624924800,2074.53,2247.03,2083.99,2166.18,215702.68781407,2021-06-29
1624838400,1957.24,2143.67,1984.84,2083.79,278261.98240028,2021-06-28
1624752000,1807.89,1988.62,1829.0,1984.71,177413.91064922,2021-06-27
1624665600,1717.41,1851.97,1809.07,1829.17,238207.16665611,2021-06-26
1624579200,1792.0,2019.39,1988.81,1809.07,370739.74744615,2021-06-25
1624492800,1884.77,2035.39,1968.36,1988.81,208623.5990145,2021-06-24
1624406400,1823.97,2045.0,1881.24,1968.37,287217.09052056,2021-06-23
1624320000,1700.0,1996.67,1885.49,1881.65,620163.37396399,2021-06-22
1624233600,1864.5,2259.1,2242.89,1885.67,598655.07269099,2021-06-21
1624147200,2042.5,2275.78,2165.13,2242.9,231871.91509491,2021-06-20
1624060800,2162.72,2279.0,2234.8,2164.72,162828.91242019,2021-06-19
1623974400,2125.12,2377.8,2373.33,2234.47,273328.22658507,2021-06-18
1623888000,2306.35,2459.53,2368.24,2373.33,153637.62400874,2021-06-17
1623801600,2351.01,2555.0,2543.57,2367.73,178257.28803783,2021-06-16
1623715200,2506.23,2640.0,2582.45,2543.58,168529.3479128,2021-06-15
1623628800,2461.63,2609.02,2510.22,2582.86,169626.35302782,2021-06-14
1623542400,2309.67,2550.0,2371.85,2510.23,172712.48563163,2021-06-13
1623456000,2257.07,2452.58,2355.11,2371.49,177293.96771257,2021-06-12
1623369600,2322.16,2499.34,2471.59,2355.27,189880.6813896,2021-06-11
1623283200,2428.16,2625.0,2611.4,2471.59,181679.49879048,2021-06-10
1623196800,2406.33,2628.16,2509.1,2611.27,291643.03769418,2021-06-09
1623110400,2306.52,2621.91,2592.47,2509.11,451505.06172677,2021-06-08
1623024000,2575.0,2849.15,2710.97,2592.47,267934.37140931,2021-06-07
1622937600,2615.0,2745.36,2629.45,2710.97,122420.16649011,2021-06-06
1622851200,2552.18,2816.92,2691.13,2629.75,228143.70836692,2021-06-05
1622764800,2554.39,2859.85,2856.73,2690.68,294466.9594428,2021-06-04
1622678400,2663.02,2890.0,2706.87,2856.68,254235.89167581,2021-06-03
1622592000,2552.28,2803.0,2634.46,2706.64,268753.93459884,2021-06-02
1622505600,2527.88,2748.0,2707.87,2634.42,341435.04494495,2021-06-01
1622419200,2275.22,2720.0,2387.65,2707.12,400639.23849696,2021-05-31
1622332800,2182.2,2480.69,2280.78,2387.66,388966.15183724,2021-05-30
1622246400,2207.74,2574.86,2413.28,2280.72,496783.55299687,2021-05-29
1622160000,2329.2,2762.91,2745.25,2413.81,657497.5191979,2021-05-28
1622073600,2639.32,2893.96,2889.43,2745.51,380707.48775302,2021-05-27
1621987200,2647.21,2913.68,2707.75,2889.84,532990.73904717,2021-05-26
1621900800,2383.39,2768.0,2651.57,2707.56,725633.89598362,2021-05-25
1621814400,2072.15,2678.25,2100.07,2651.24,860939.09041545,2021-05-24
1621728000,1728.0,2382.0,2296.68,2099.58,1045012.76021567,2021-05-23
1621641600,2156.0,2486.29,2434.86,2297.19,665111.58789821,2021-05-22
1621555200,2105.0,2950.0,2775.06,2434.86,936011.86609611,2021-05-21
1621468800,2156.0,2999.99,2443.91,2775.07,1050830.69730324,2021-05-20
1621382400,1860.0,3444.96,3376.98,2443.91,1664158.9063247,2021-05-19
1621296000,3241.06,3567.4,3283.32,3375.96,443596.42566946,2021-05-18
1621209600,3101.0,3590.0,3584.79,3283.32,681492.46445778,2021-05-17
1621123200,3334.88,3878.23,3648.16,3585.62,496714.18827206,2021-05-16
1621036800,3632.0,4138.0,4080.51,3649.54,332664.12210277,2021-05-15
1620950400,3695.0,4177.77,3719.22,4080.51,344804.82454669,2021-05-14
1620864000,3525.62,4055.62,3826.37,3719.23,812296.19058095,2021-05-13
1620777600,3700.0,4384.43,4179.77,3826.37,617506.79293758,2021-05-12
1620691200,3760.0,4183.25,3949.45,4179.76,371785.21687275,2021-05-11
1620604800,3650.01,4213.85,3928.41,3949.45,591122.82046763,2021-05-10
1620518400,3726.29,3984.0,3917.26,3928.44,303199.06513222,2021-05-09
1620432000,3455.0,3962.44,3484.69,3917.26,329490.02398979,2021-05-08
1620345600,3356.69,3595.07,3492.33,3484.7,305837.39644288,2021-05-07
1620259200,3381.11,3610.91,3529.96,3492.75,368967.13672979,2021-05-06
1620172800,3201.33,3550.0,3239.61,3529.97,466260.19811275,2021-05-05
1620086400,3166.12,3534.5,3433.99,3240.01,713308.42978124,2021-05-04
1620000000,2952.08,3457.75,2952.21,3433.99,552087.28112543,2021-05-03
1619913600,2855.29,2986.0,2948.92,2952.09,158755.45128689,2021-05-02
1619827200,2757.28,2955.9,2776.76,2948.92,219121.32332416,2021-05-01
1619740800,2727.0,2800.0,2758.92,2776.45,203784.33868508,2021-04-30
1619654400,2672.0,2800.0,2751.56,2758.92,289566.94008224,2021-04-29
1619568000,2551.0,2762.59,2667.86,2751.59,388997.91493036,2021-04-28
1619481600,2484.56,2683.0,2533.99,2667.86,276539.98979416,2021-04-27
1619395200,2306.03,2542.04,2322.43,2534.0,310905.02678021,2021-04-26
1619308800,2166.0,2358.22,2216.18,2322.16,253708.11161981,2021-04-25
1619222400,2158.36,2371.18,2369.8,2216.72,220990.83137577,2021-04-24
1619136000,2040.0,2442.29,2399.21,2370.05,644161.18986279,2021-04-23
1619049600,2304.0,2646.2,2357.74,2399.99,584078.8877022,2021-04-22
